OBJECTID,description,tags,lat_wgs,lon_wgs,pov_exp,heading,orgid,nid,captions,scene,label
1,,GENERAL,30.519417667399999,114.201244513999995,2.000000000000000,30.000000000000000,10141003150524105621504.000000000000000,10141003150524105323600_right_285.jpg,a sign that is on the ground near a tree;a sign that is on the side of a tree;a sign that is on the side of the road;a sign that is on the side of the street;a sign that is on the ground next to a tree,a white bus driving down a street next to a tree ; a road with a car driving down the road ; a parking lot with a large building in the background ; a sign that is on the ground near a tree,4
654,汉正街,GENERAL,30.567599376000000,114.260779558999999,2.000000000000000,254.000000000000000,10141050150702102347776.000000000000000,10141050150702102513500_right_194.jpg,a bridge in the middle of a city;a bridge with a building in the background;a bridge in the middle of a large city;a bridge in the middle of the city;a bridge in the middle of a city with tall buildings,a man riding a bike down a sidewalk ; a blue and white street sign and some people ; a sign on the wall of a building ; a bridge in the middle of a city,2
655,,GENERAL,30.610767786400000,114.231532486999996,2.000000000000000,338.000000000000000,10141050150727112982528.000000000000000,10141050150727113956500_right_128.jpg,a person walking down a sidewalk next to a building;a person walking down a sidewalk next to a tall building;a person walking down a street past a building;a person walking down a sidewalk near a building;a person walking down a sidewalk near a tree,the side of the building has a sign that says no parking ; a view of a wall covered in graffiti ; a car parked on the side of the street ; a person walking down a sidewalk next to a building,0
656,文明路,GENERAL,30.542684540200000,114.289323164999999,2.000000000000000,227.000000000000000,10141006121203144851456.000000000000000,10141006121203145137800_right_310.jpg,a truck parked next to a wall covered in graffiti;a truck parked in front of a wall;a truck parked next to a wall with graffiti on it;a truck parked in front of a wall covered in graffiti;a truck parked next to a wall with graffiti,a sign on the side of a city street ; a white car driving down a city street ; a bus driving down a street next to a truck ; a truck parked next to a wall covered in graffiti,4
657,归元寺路,GENERAL,30.546893475100003,114.256245883999995,2.000000000000000,203.000000000000000,10141035140618135797760.000000000000000,10141035140618135622900_right_83.jpg,a row of buildings on a city street;a row of buildings on a street corner;a row of buildings on a street with umbrellas;a row of buildings on a street corner with umbrellas;a row of buildings on a city street with umbrellas,a group of people standing on the side of a road ; a car driving down a street next to buildings ; a man walking down a sidewalk next to a building ; a row of buildings on a city street,10
658,,GENERAL,30.628549915099999,114.307354224999997,2.000000000000000,293.000000000000000,10141050150625105412096.000000000000000,10141050150625104649100_right_221.jpg,a concrete wall with a concrete wall and bushes;a concrete wall with a concrete wall and trees in the background;a concrete wall with a concrete wall in the middle;a concrete wall with a concrete wall and a tree;a concrete wall with a concrete wall in the middle of it,a person riding a bike down a city street ; a person walking down the side of a road ; a view of a city street with tall buildings ; a concrete wall with a concrete wall and bushes,2
659,文举街,GENERAL,30.511392378899998,114.227998073999998,2.000000000000000,134.000000000000000,10141003150522142687232.000000000000000,10141003150522143523400_right_250.jpg,a sign that is on the side of the road;a sign that is on the side of a building;a sign that is on the side of a wall;a sign that is on the side of a street;a sign that is on the side of the street,a street with a fence and trees in the background ; a building with a sign on the side of the road ; a cement wall with a concrete wall and bushes ; a sign that is on the side of the road,6
660,粮道街,GENERAL,30.548964219700000,114.310169970999993,2.000000000000000,257.000000000000000,10141035140714101473280.000000000000000,10141035140714100750100_right_16.jpg,two children are playing baseball in a parking lot;a child is swinging a baseball bat at a ball;a couple of people that are standing in the dirt;a couple of people that are standing in front of a fence;a couple of people that are standing in front of a building,a group of people riding motorcycles down a street ; a group of people riding motorcycles down a street ; a white car parked in front of a store ; two children are playing baseball in a parking lot,2
661,,GENERAL,30.535443181800002,114.248514471999997,2.000000000000000,164.000000000000000,10141058150803152306176.000000000000000,10141058150803153319800_right_308.jpg,a pile of garbage sitting next to a lush green forest;a couple of bags that are in the dirt;a pile of garbage sitting next to a forest;a pile of garbage sitting next to a green forest;a pile of garbage sitting next to a lush green tree,a city street with tall buildings in the background ; a view of a city street from the side ; a view of a city from across the street ; a pile of garbage sitting next to a lush green forest,6
662,,GENERAL,30.602059309400001,114.232948156000006,2.000000000000000,252.000000000000000,10141050150707152289792.000000000000000,10141050150707151829600_right_346.jpg,a pile of trash sitting in front of a building;a pile of trash sitting next to a building;a pile of trash sitting next to a tall building;a pile of trash sitting on top of a cement floor;a pile of trash sitting in front of a cement wall,a yard filled with lots of trees and buildings ; a pile of garbage sitting in front of a building ; a row of wooden UNK sitting on the side of a road ; a pile of trash sitting in front of a building,6
663,,GENERAL,30.555149982300001,114.210458196000005,2.000000000000000,296.000000000000000,10141058150721103331328.000000000000000,10141058150721103708900_right_192.jpg,a white car parked in front of a building;a white car parked on the side of the road;a white car parked next to a building;a white car parked in a parking lot;a white car parked on the side of the street,a street with cars parked on both sides of it ; a blue bench sitting on the side of a road ; a bus parked in front of a building ; a white car parked in front of a building,3
664,马场路,GENERAL,30.616322343899999,114.261276492999997,2.000000000000000,248.000000000000000,10141050150701160726528.000000000000000,10141050150701161700500_right_351.jpg,a couple of cars parked in front of a building;a couple of cars parked in front of a store;a group of cars parked on the side of a street;a couple of cars parked on the side of a road;a group of cars parked on the side of the road,a group of people that are standing in the street ; a group of cars parked on the side of a street ; a group of motorcycles parked in front of a building ; a couple of cars parked in front of a building,6
665,,GENERAL,30.520324540600001,114.232426637000003,2.000000000000000,356.000000000000000,10141003150524151758848.000000000000000,10141003150524151935800_right_25.jpg,a tree in front of a stone wall;a tree in front of a brick wall;a tree in front of a concrete wall;a tree next to a brick wall and a building;a tree next to a brick wall and a house,a view of a city street from the sidewalk ; a view of a city street from the sidewalk ; a building that has a large window in it ; a tree in front of a stone wall,6
666,,GENERAL,30.578272865100001,114.188201957999993,2.000000000000000,307.000000000000000,10141019131210104832000.000000000000000,10141019131210104242000_right_297.jpg,a tree in the middle of a forest;a view of a building from a window;a view of a forest from behind a tree;a tree in the middle of a field;a view of a forest from behind a tree branch,a white truck parked on the side of a road ; a view of a city street from the side ; a tree in the middle of the forest ; a tree in the middle of a forest,6
667,归元寺路,GENERAL,30.545167156800002,114.256909333999999,2.000000000000000,306.000000000000000,10141035140618135797760.000000000000000,10141035140618135650200_right_246.jpg,a couple of blue signs sitting on the side of a road;a couple of blue signs sitting on the side of a street;a street scene with a person standing in the street;a couple of blue signs sitting on the side of the road;a couple of blue signs sitting on the side of a building,a city street filled with traffic next to tall buildings ; a person is riding a bike down the street ; a couple of people walking down a street ; a couple of blue signs sitting on the side of a road,2
668,中山路,GENERAL,30.550003808800000,114.312727148999997,2.000000000000000,330.000000000000000,10141003150421143846912.000000000000000,10141003150421144248300_right_79.jpg,a couple of cars that are sitting in the street;a couple of cars driving down a street;a couple of cars driving down a city street;cars are parked on the side of the road;cars are parked on the side of the street,a city street filled with traffic next to tall buildings ; a highway filled with lots of traffic and traffic ; a white truck driving past a tall building ; a couple of cars that are sitting in the street,8
669,易农街,GENERAL,30.596933369700000,114.190286814999993,2.000000000000000,130.000000000000000,10141057150702141308928.000000000000000,10141057150702141706200_right_216.jpg,a red and white sign that reads UNK UNK;the front of a building with a sign on the wall;the front of a building with a sign that reads UNK;the front of a building with a large sign on the front;the front of a building with a large sign on the wall,a group of cars parked on a city street ; a person riding a bike down a city street ; a row of cars parked on the side of a street ; a red and white sign that reads UNK UNK,2
670,三曙街,GENERAL,30.570114238399999,114.268885154000003,2.000000000000000,102.000000000000000,10141050150708135854080.000000000000000,10141050150708135421100_right_355.jpg,a white car parked in front of a store;a white van parked in front of a store;a white car parked outside of a store;a white car parked in front of a store front;a white car is parked outside of a store,a city street with cars and people walking ; a group of cars parked on a city street ; a motorcycle parked in front of a store ; a white car parked in front of a store,6
671,常超街,GENERAL,30.615146852399999,114.238546205999995,2.000000000000000,305.000000000000000,10141022121207143596032.000000000000000,10141022121207143806000_right_59.jpg,a person walking on a city street;a man walking down a street past a store;a man walking down a street in front of a store;a man walking down a street past a store front;a person walking on a city street past a store,a person walking down a street next to parked cars ; a woman walking down a street past tall buildings ; a couple of cars parked on the side of a street ; a person walking on a city street,1
672,铁路大厂一路,GENERAL,30.607104030399999,114.181837630999993,2.000000000000000,20.000000000000000,10141050150530150563840.000000000000000,10141050150530150956700_right_291.jpg,a sign that is on the side of a building;a sign that is on the side of a pole;a sign on a pole in front of a body of water;a sign that is on the side of a street;a sign on a pole in front of a lake,a view of a street from a distance ; a man walking down a sidewalk next to a building ; an alley with a tree and some buildings ; a sign that is on the side of a building,11
673,,GENERAL,30.661028374600001,114.298117318999999,2.000000000000000,247.000000000000000,10141003150610116116480.000000000000000,10141003150610115958900_right_343.jpg,a blue tub sitting in front of a building;a blue tub sitting in front of a doorway;a blue tub in a building with graffiti on the walls;a blue tub in a building with graffiti on it;there is a blue tub in the corner of a building,a man sitting in a chair in an alley ; a man walking down a street past a store ; a wall of a building with two doors ; a blue tub sitting in front of a building,-1
674,中北路,GENERAL,30.556973136100002,114.336455517999994,2.000000000000000,128.000000000000000,10141019140103130316800.000000000000000,10141019140103130108700_right_126.jpg,a person walking across a street near parked cars;a car parked on the side of the road;a car parked on the side of a road next to tall buildings;a car parked on the side of a road near tall buildings;a car parked on the side of the road in front of a building,a group of cars driving down a street ; a group of people walking down a city street ; a group of people sitting in front of a building ; a person walking across a street near parked cars,9
675,二七路,GENERAL,30.631247063899998,114.298842156999996,2.000000000000000,72.000000000000000,10141003150612165033984.000000000000000,10141003150612165003500_right_155.jpg,a man standing in front of a store;a man standing in front of a store front;a man standing on the side of a street;a man standing on the sidewalk next to a white car;a man standing in front of a building next to parked cars,a highway with cars driving under a bridge ; a yellow fire truck driving down a city street ; a blue car parked in front of a building ; a man standing in front of a store,10
676,,GENERAL,30.482550631799999,114.252808814000005,2.000000000000000,39.000000000000000,10141019131027153485824.000000000000000,10141019131027153957300_right_293.jpg,a tree in the middle of the street;a tree in the corner of a street;a tree in the middle of a sidewalk;a tree in the middle of a sidewalk in front of a building;a tree in the middle of a sidewalk in a city,a city street with tall buildings in the background ; a sign that is on the side of a road ; a sign for a farmers market in a city ; a tree in the middle of the street,6
677,联友路,GENERAL,30.609607555899998,114.165216287999996,2.000000000000000,137.000000000000000,10141057150727122583552.000000000000000,10141057150727122156700_right_39.jpg,a plant hanging from the side of a building;a plant hangs from the wall of a building;a plant hanging from the wall of a building;a plant hanging from the side of a wall;a plant hanging from a wall next to a building,a white truck parked on the side of a street ; a narrow city street lined with buildings ; a wall with a lot of graffiti on it ; a plant hanging from the side of a building,6
678,黄浦大街,GENERAL,30.613618167799999,114.306908475000000,2.000000000000000,128.000000000000000,10141003150612102119424.000000000000000,10141003150612101546100_right_28.jpg,a couple of people walking across a street;a couple of people that are standing in the street;a couple of people walking across a parking lot;a couple of people that are walking around;a couple of people walking across a street near a building,a white car driving down a city street ; a blue and white bus driving down a city street ; a white fence some trees and a building ; a couple of people walking across a street,4
679,舒家街,GENERAL,30.544327650700001,114.316559924000003,2.000000000000000,103.000000000000000,10141003150327101259776.000000000000000,10141003150327101615700_right_193.jpg,a blue truck parked on the side of a road;a blue truck parked in front of a building;a blue truck parked next to a brick wall;a truck parked on the side of a road;a blue truck parked on the side of a street,a group of people walking down a street ; a couple of people walking down a sidewalk ; a man sitting under an umbrella next to a building ; a blue truck parked on the side of a road,11
680,单洞三路,GENERAL,30.585251640799999,114.274130044000003,2.000000000000000,288.000000000000000,10141035140623133310976.000000000000000,10141035140623133720600_right_244.jpg,a white car parked in front of a building;a white car parked in front of a store;a white car parked on the side of the road;a white car parked on the side of a street;a white car parked in front of a building with a painting,a group of cars parked on a city street ; a city street with cars and buses on it ; a group of cars parked on a city street ; a white car parked in front of a building,6
681,机电路,GENERAL,30.638252169200001,114.253539692000004,2.000000000000000,235.000000000000000,10141057150628113940480.000000000000000,10141057150628113845200_right_154.jpg,a couple of trucks parked next to each other;a couple of trucks parked in front of a building;a couple of trucks parked on the side of a road;a couple of trucks parked next to a building;a couple of trucks parked in a lot,cars and buses are parked on the side of the road ; a group of people that are standing in the street ; a truck parked next to a fire hydrant ; a couple of trucks parked next to each other,6
682,黄孝河路,GENERAL,30.612054052000001,114.280137363999998,2.000000000000000,300.000000000000000,10141003150322135203840.000000000000000,10141003150322135404500_right_325.jpg,a street with cars parked on the side of the road;a city street with cars parked on the side;a city street with cars parked on the side of it;a view of a city street from a distance;a street with cars parked on the side of the street,a city street with parked cars and buildings ; a person walking on a city street near buildings ; a car driving down a street next to tall buildings ; a street with cars parked on the side of the road,9
683,常腾街,GENERAL,30.612534778000001,114.233241520999997,2.000000000000000,169.000000000000000,10141050150707143901184.000000000000000,10141050150707144854200_right_79.jpg,a red car parked in front of a tall building;a red car parked in front of a red truck;a red car is parked in front of a house;a red pick up truck parked next to a building;a red pickup truck parked in front of a building,a city street filled with lots of traffic ; a view of a city street from the sidewalk ; a silver car parked in front of a store ; a red car parked in front of a tall building,6
684,民主路三巷,GENERAL,30.547781186300000,114.324172469000004,2.000000000000000,129.000000000000000,10141006121208131878912.000000000000000,10141006121208131308500_right_325.jpg,a street with cars parked on the side of the road;a street scene with a building and a tree;a street with cars parked on the side of the street;a street with cars parked on the side of a street;a street with cars parked on the side of the street and a building,a couple of people walking down a sidewalk ; a white car parked in front of a building ; a view of a house through a window ; a street with cars parked on the side of the road,6
685,九万方路,GENERAL,30.622710502600004,114.285368571000006,2.000000000000000,207.000000000000000,10141050150531102670848.000000000000000,10141050150531102953900_right_303.jpg,a group of people sitting outside of a building;a group of people sitting outside a building;a group of people sitting outside of a restaurant;a group of people sitting outside of a building under an umbrella;a group of people sitting on the side of a road,a group of people walking down a city street ; a city street with parked cars and buildings ; a couple of people standing in front of a store ; a group of people sitting outside of a building,6
686,,GENERAL,30.651599568400002,114.286272453999999,2.000000000000000,138.000000000000000,10141031121224114110464.000000000000000,10141031121224114648200_right_60.jpg,a sign on the side of a building;a sign on the side of a city street;a sign on the side of a building in a city;a sign on the side of a building in the city;a sign on the side of a building in the middle of a city,a busy city street with cars and motorcycles ; a couple of cars parked in front of a store ; a motorcycle parked in front of a store ; a sign on the side of a building,6
687,解放大道,GENERAL,30.577843451500001,114.241436458999999,2.000000000000000,98.000000000000000,10141003150331123597312.000000000000000,10141003150331123114100_right_4.jpg,cars parked on the side of the street;cars parked on the side of the road;cars parked on a street in front of a store;cars parked on the side of the street near a building;cars parked on a street in front of a building,a yellow car driving down a street next to tall buildings ; a car driving down a street next to tall buildings ; a green and white bus driving down a street ; cars parked on the side of the street,4
688,北湖路,GENERAL,30.604922901900000,114.268129212000005,2.000000000000000,249.000000000000000,10141050150718143463424.000000000000000,10141050150718143710700_right_95.jpg,a park area with a fence and trees;a view of a building through a fence;a park with a fence and trees in the background;a park area with a fence and a large window;a view of a building with a fence and trees in the background,cars are parked on the side of the street ; a city street with parked cars and trees ; a row of parked cars on a city street ; a row of parked cars on a city street ; a car driving down a street past tall buildings ; a yellow sign that is in front of a fence ; a couple of men sitting on the side of a street ; a park area with a fence and trees,10
689,前进三路,GENERAL,30.581295975400000,114.280744616000007,2.000000000000000,307.000000000000000,10141050150722104983552.000000000000000,10141050150722105144200_right_216.jpg,a woman standing in front of a store front;a woman standing in front of a store;a little girl standing in front of a store;a little girl standing in front of a food stand;a woman standing in front of a store window,a group of people walking down a street ; a couple of cars parked on the side of a street ; a view of the inside of a building ; a woman standing in front of a store front,1
690,新建后街,GENERAL,30.620084343399999,114.301566718000004,2.000000000000000,315.000000000000000,10141013130101101953024.000000000000000,10141013130101100948800_right_290.jpg,a view of a hallway of a house;a view of a hallway that appears to be empty;a view of a hallway that looks into a building;a view of a hallway that appears to be very narrow;a view of a hallway that appears to be very clean,an alley way with a motorcycle parked on the sidewalk ; a man sitting on a bench on the sidewalk ; a group of animals that are in a room ; a view of a hallway of a house,-1
691,千家街,GENERAL,30.534224795699998,114.309660715000007,2.000000000000000,309.000000000000000,10141003150510159560704.000000000000000,10141003150510160529300_right_285.jpg,a person sitting in front of a building;a person sitting in front of a store front;a man sitting in front of a store front window;a man sitting in front of a store front next to a building;a person sitting in front of a building next to a wall,a narrow street in a small city ; a man riding a bike down a city street ; a green and white street sign and some buildings ; a person sitting in front of a building,2
692,大成路,GENERAL,30.545730978000002,114.291846057000001,2.000000000000000,215.000000000000000,10141003150507143856128.000000000000000,10141003150507144506000_right_194.jpg,a person walking on the sidewalk in front of a store;a person walking on a city street near buildings;a person walking down a sidewalk in front of a store;a person walking down a sidewalk in front of a building;a person walking on a city street near parked motorcycles,a group of people walking down a street ; a group of cars driving down a city street ; a small black car parked in front of a store ; a person walking on the sidewalk in front of a store,9
693,金门路,GENERAL,30.602372508599998,114.286196391000004,2.000000000000000,194.000000000000000,10141029121219121643520.000000000000000,10141029121219122220500_right_323.jpg,a group of people walking down a sidewalk;a couple of people walking down a sidewalk;a group of people walking down a sidewalk near a building;a group of people walking down a sidewalk next to a building;a group of people walking down a sidewalk near a tree,a couple of people that are standing in the street ; a yellow car driving down a city street ; a car parked in front of a brick building ; a group of people walking down a sidewalk,-1
694,,GENERAL,30.619876842099998,114.304027722000001,2.000000000000000,110.000000000000000,10141013130101099855872.000000000000000,10141013130101100527200_right_210.jpg,a black and white photo of the inside of a building;a black and white picture of a building;a black and white picture of the outside of a building;a black and white photo of the outside of a building;a black and white photo of a small room,a group of people walking down a sidewalk ; an alley way with a row of buildings ; a red door is open in a dark room ; a black and white photo of the inside of a building,6
695,广货巷,GENERAL,30.571231686699999,114.269442321000000,2.000000000000000,340.000000000000000,10141050150708142145536.000000000000000,10141050150708141331000_right_101.jpg,a couple of people walking down a street;a person walking on a city street;a couple of people walking down a sidewalk;a couple of people walking on a city street;a couple of people walking down a street next to tall buildings,a person walking down a busy city street ; a group of people walking down a street ; a man standing in front of a store ; a couple of people walking down a street,11
696,中华路,GENERAL,30.550934000500003,114.297626610999998,2.000000000000000,172.000000000000000,10141035140714099376128.000000000000000,10141035140714100338600_right_75.jpg,a group of people riding motorcycles down a street;a group of people riding motorcycles down a city street;a group of people riding motorcycles on a city street;a group of people riding scooters down a street;a group of people walking down a street next to buildings,a man walking down a street next to a car ; a red car driving down a street next to tall buildings ; a group of cars parked on the side of the road ; a group of people riding motorcycles down a street,2
697,崇雅路,GENERAL,30.578286220999999,114.255801691000002,2.000000000000000,180.000000000000000,10141013130122121707520.000000000000000,10141013130122122455600_right_15.jpg,a group of cars parked in front of a building;a group of cars parked on the side of the street;a group of cars parked on a city street;a group of cars parked on the side of a street;a group of cars parked on the street,a couple of people walking down a sidewalk ; cars parked on the side of the road ; a group of people walking down a sidewalk ; a group of cars parked in front of a building,6
698,胜利街,GENERAL,30.608100487200002,114.304765087999996,2.000000000000000,214.000000000000000,10141050150625141063680.000000000000000,10141050150625141544500_right_134.jpg,a man sitting outside of a hot dog stand;a man sitting outside of a hot dog shop;a man sitting outside of a store next to a building;a man sitting outside of a store next to a store;a man sitting outside of a store next to a street,a person riding a bike on a city street ; a street with cars parked on the side of the street ; a busy street with cars and a building ; a man sitting outside of a hot dog stand,2
699,洪兴巷,GENERAL,30.516294319099998,114.340368329000000,2.000000000000000,296.000000000000000,10141003150510113423360.000000000000000,10141003150510113130100_right_328.jpg,a truck parked on the side of the road;two cars parked on the side of the road;two cars parked on the side of the street;a car parked on the side of the road;a truck parked on the side of the street,a person walking down a sidewalk next to a building ; two people are walking down the street ; a red car parked in front of a blue building ; a truck parked on the side of the road,6
700,,GENERAL,30.556686925800001,114.344275662000001,2.000000000000000,19.000000000000000,10141006121208104615936.000000000000000,10141006121208103619200_right_289.jpg,a person walking down a sidewalk next to a tree;a person walking down a sidewalk near a tree;a man walking down a sidewalk next to a tree;a person walking down a sidewalk next to a building;a man walking down a sidewalk next to a tall building,a group of cars driving down a city street ; a group of parked cars on a city street ; a car parked in front of a tall building ; a person walking down a sidewalk next to a tree,9
701,,GENERAL,30.614826100799998,114.275074265000001,2.000000000000000,4.000000000000000,10141050150701152337920.000000000000000,10141050150701153207200_right_114.jpg,a farmers market with lots of fruits and vegetables;a farmers market with a variety of fruits and vegetables;a farmers market with a variety of fruits;a farmers market with a variety of vegetables;a farmers market with a variety of vegetables and fruits,a group of people walking down a street ; a group of people walking down a street with umbrellas ; a group of people standing around a pile of bananas ; a farmers market with lots of fruits and vegetables,6
702,站邻路,GENERAL,30.575842991100000,114.252406686000000,2.000000000000000,94.000000000000000,10141050150707135512576.000000000000000,10141050150707134737500_right_333.jpg,a white truck parked next to a brick wall;a truck parked next to a brick wall;a truck parked in front of a building;a white truck parked in front of a building;a white truck parked in front of a brick wall,a couple of cars parked on the side of a street ; a view of a city street during the day ; a view of the inside of an abandoned building ; a white truck parked next to a brick wall,6
703,武珞路六巷,GENERAL,30.540478529700000,114.322161566999995,2.000000000000000,16.000000000000000,10141019131104093798400.000000000000000,10141019131104093654300_right_299.jpg,a concrete wall with graffiti painted on it;a graffiti covered wall with graffiti on it;a concrete wall with graffiti on it and graffiti on it;a concrete wall with graffiti on it and graffiti;a concrete wall with graffiti on it and a tree in the background,a narrow street with a row of trees ; a person walking down a street next to a building ; a red brick building with a brick wall ; a concrete wall with graffiti painted on it,6
704,解放大道,GENERAL,30.625719980500001,114.312155988000001,2.000000000000000,206.000000000000000,10141050150727150731264.000000000000000,10141050150727150037600_right_116.jpg,a city street with a large building in the background;a city street with a large building and trees;a view of a city street with a building in the background;a view of a city street with a building behind it;a view of a city street with a large building,a view of a city street with cars driving down it ; a road with cars driving under a bridge ; a view of a city street with buildings in the background ; a city street with a large building in the background,9
705,,GENERAL,30.629612367499998,114.240580335000004,2.000000000000000,21.000000000000000,10141050150624155402240.000000000000000,10141050150624154657600_right_310.jpg,a city street filled with lots of traffic;a city street filled with lots of traffic next to tall buildings;a city street filled with lots of traffic and tall buildings;a city street filled with lots of traffic surrounded by tall buildings;a city street with several cars driving down it,a car parked on the side of the road ; a white truck driving down a street next to tall buildings ; a group of cars driving down a city street ; a city street filled with lots of traffic,8
706,西马路,GENERAL,30.597741591199998,114.284455346000001,2.000000000000000,355.000000000000000,10141035140613134090240.000000000000000,10141035140613133507900_right_106.jpg,a woman walking down a street past a store;a woman walking down a street past a store front;a woman walking down the street in front of a store;a woman walking down a street past a building;a woman walking down a street next to a building,a city street with cars and people walking ; a city street filled with lots of traffic ; a city street filled with lots of traffic ; a woman walking down a street past a store,1
707,瑞景路,GENERAL,30.523374812899998,114.328230223000006,2.000000000000000,99.000000000000000,10141003150510134394880.000000000000000,10141003150510134437500_right_354.jpg,a white car parked on the side of the road;a white car parked on a city street;a white car parked on the side of a street;a white car parked on the side of a road;a white car parked on the side of the street,a city street filled with traffic next to tall buildings ; a group of people that are standing in the street ; a white car parked in front of a building ; a white car parked on the side of the road,6
708,,GENERAL,30.622929000300001,114.243362421000000,2.000000000000000,317.000000000000000,10141050150624153305088.000000000000000,10141050150624154323700_right_251.jpg,a city street with buildings in the background;a street scene with focus on a city street;a street scene with focus on the building;a street scene with focus on the city and buildings in the background;a street scene with focus on the city and buildings,a car parked on the side of the road ; people crossing the street in the rain ; a person sitting on the curb of a street ; a city street with buildings in the background,-1
709,新华路,GENERAL,30.626707724700001,114.254802557999994,2.000000000000000,322.000000000000000,10141003150426135068672.000000000000000,10141003150426135130500_right_232.jpg,a building with a sign on the outside of it;a building with a sign on the outside;a building with a sign on the front of it;there is a red sign that is on the building;there is a red sign that is on the side of a building,a group of people riding motorcycles down a street ; a city street with tall buildings in the background ; a city street with cars parked on the side ; a building with a sign on the outside of it,2
710,首义公园路,GENERAL,30.546905709899999,114.291690282000005,2.000000000000000,222.000000000000000,10141006121203155337216.000000000000000,10141006121203155610300_right_99.jpg,a bed covered in a blanket next to a white truck;a white truck parked in front of a building;a white truck parked next to a building;a bed covered in a blanket next to a truck;a large bed and a truck in a parking lot,a group of cars parked on a city street ; a group of cars driving down a city street ; a motorcycle parked in front of a white building ; a bed covered in a blanket next to a white truck,8
711,长港路,GENERAL,30.632731238900000,114.244589051000005,2.000000000000000,250.000000000000000,10141050150624163790848.000000000000000,10141050150624163009100_right_1.jpg,a person riding a scooter on a city street;two people riding a scooter on a city street;two people riding a motorcycle on a city street;two people riding a motorcycle down a city street;a couple of people riding a motorcycle down a street,a garbage truck driving down a city street ; a car driving down a street next to tall buildings ; a couple of cars parked on the side of a street ; a person riding a scooter on a city street,-1
712,,GENERAL,30.620177263500000,114.302998642999995,2.000000000000000,278.000000000000000,10141013130101099855872.000000000000000,10141013130101100426200_right_77.jpg,a person walking down a narrow alley near buildings;a person walking down a narrow alley next to buildings;a person walking down a narrow street next to buildings;a person walking down a street past a store;a person walking down a narrow alley next to a building,a large brick building with a brick wall ; a room with a brick wall and a white door ; a wall with a brick wall and a brick wall ; a person walking down a narrow alley near buildings,6
713,营房路,GENERAL,30.583730365900003,114.243180976000005,2.000000000000000,132.000000000000000,10141014121018143277056.000000000000000,10141014121018142717100_right_51.jpg,a blue and white truck parked next to a building;a blue truck parked next to a pile of trash;a blue truck parked in front of a building;a blue truck parked next to a pile of garbage;a blue truck parked in front of a pile of trash,a blue and white truck and some buildings ; a group of people riding bikes down a street ; a man sitting inside of a house next to a table ; a blue and white truck parked next to a building,2
714,得胜桥,GENERAL,30.555775763400000,114.299752588999993,2.000000000000000,355.000000000000000,10141003150327111745536.000000000000000,10141003150327111052500_right_292.jpg,a large sign on the side of a building;a large sign on the wall of a building;a building with a large sign on it;a large sign on the wall of a restaurant;a building with a large sign on the front of it,a group of people walking down a sidewalk ; a crowd of people walking down a street ; a bunch of different colored umbrellas hanging up ; a large sign on the side of a building,6
715,武莲路,GENERAL,30.525111510599999,114.322420113999996,2.000000000000000,253.000000000000000,10141003150312152760320.000000000000000,10141003150312153606300_right_348.jpg,a man is walking down the street in the city;a man standing on a sidewalk in front of a building;a man is walking down the sidewalk in front of a building;a man standing on a sidewalk in front of a sign;a man is walking down the sidewalk in front of a store,a person on a motorcycle on a city street ; a couple of people walking down a sidewalk ; a sign on the side of the street ; a man is walking down the street in the city,2
716,,GENERAL,30.531262333800001,114.211168592999996,2.000000000000000,314.000000000000000,10141003150524120301568.000000000000000,10141003150524120530200_right_125.jpg,a couple of cars parked in front of a store;a couple of cars parked on the side of the road;a couple of cars parked in front of a building;a couple of cars parked on the side of a street;a couple of cars parked on the side of a road,cars are parked on the side of the road ; cars are parked on the side of the street ; a couple of cars parked next to each other ; a couple of cars parked in front of a store,6
717,统一街,GENERAL,30.572955883599999,114.281515338000005,2.000000000000000,6.000000000000000,10141035140623150088192.000000000000000,10141035140623150828100_right_288.jpg,a room filled with lots of different items;a room filled with lots of different types of items;a room filled with different types of items;a room filled with lots of different types of signs;a room filled with lots of different types of lights,a busy street with people sitting on the sidewalk ; a group of people walking down a sidewalk ; a store front with bananas hanging from the ceiling ; a room filled with lots of different items,6
718,兴业路,GENERAL,30.637742362699999,114.284144694999995,2.000000000000000,244.000000000000000,10141050150531144613888.000000000000000,10141050150531145147000_right_162.jpg,a parking lot with a few trees in the background;a parking lot with a few trees on each side;a parking lot with a few trees and a building;a parking lot with a few cars parked on the side of the road;a parking lot with a few cars parked on the side,a wet street with a car driving down it ; a wet road with a few cars parked on it ; a white building with a green plant in front of it ; a parking lot with a few trees in the background,8
719,常青五路,GENERAL,30.632117571799999,114.252118871999997,2.000000000000000,87.000000000000000,10141003150426112000000.000000000000000,10141003150426111515700_right_157.jpg,a group of cars parked in front of a building;a group of cars parked in front of a house;a group of cars parked on the side of a street;a group of parked cars in front of a house;a group of cars parked on the side of the road,a group of cars parked on a city street ; many cars are parked on the side of the street ; two motorcycles parked on the side of the road ; a group of cars parked in front of a building,6
720,唐蔡路,GENERAL,30.620413333700000,114.268982199000007,2.000000000000000,169.000000000000000,10141050150728144781312.000000000000000,10141050150728144347200_right_337.jpg,a silver and white bus driving down a street;a silver and white bus parked in front of a building;a white bus parked in front of a building;a white bus parked in front of a tall building;a white bus driving down a street next to a forest,a yellow bus driving down a street next to tall buildings ; a couple of buses driving down a street ; a car parked in front of a store ; a silver and white bus driving down a street,4
